,type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_type,min_processo
3649,L,303.1,312.5,1453,49.1,140,No Failure,70.0
3650,M,303.0,312.4,1526,36.1,142,No Failure,47.333333333333336
3651,L,302.9,312.3,1889,22.8,148,No Failure,74.0
3652,L,302.9,312.4,1561,34.8,150,No Failure,75.0
3653,M,302.9,312.4,1659,33.1,152,No Failure,50.666666666666664
3654,L,302.9,312.4,1424,49.5,155,No Failure,77.5
3655,M,302.9,312.3,1426,44.7,157,No Failure,52.333333333333336
3656,L,302.8,312.3,1764,29.9,162,No Failure,81.0
3657,M,302.7,312.2,1585,35.5,167,No Failure,55.666666666666664
3658,L,302.7,312.3,1346,61.2,170,Random Failures,85.0
3659,L,302.8,312.3,1386,57.8,172,No Failure,86.0
3660,L,302.7,312.2,1369,51.8,174,No Failure,87.0
3661,M,302.7,312.1,1378,46.9,176,No Failure,58.666666666666664
3662,L,302.7,312.2,1336,46.8,179,No Failure,89.5
3663,L,302.7,312.2,1611,34.1,186,No Failure,93.0
3664,L,302.6,312.0,1781,28.5,196,No Failure,98.0
3665,L,302.6,312.1,1782,26.8,198,No Failure,99.0
3666,M,302.5,312.0,1826,25.3,203,No Failure,67.66666666666667
3667,L,302.6,312.2,1520,43.0,208,No Failure,104.0
3668,M,302.6,312.1,1611,39.9,210,No Failure,70.0
3669,L,302.7,312.2,1450,52.1,213,Overstrain Failure,106.5
3670,L,302.6,312.1,1499,35.0,215,Random Failures,107.5
3671,L,302.6,312.1,1288,68.5,0,Power Failure,0.0
3672,M,302.9,312.4,1334,50.9,5,No Failure,1.6666666666666667
3673,L,302.8,312.4,1376,57.1,8,No Failure,4.0
3674,H,302.9,312.5,1357,55.0,12,Random Failures,2.4
3675,M,302.9,312.5,1924,24.0,17,No Failure,5.666666666666667
3676,M,302.9,312.5,1903,21.2,23,No Failure,7.666666666666667
3677,H,302.9,312.3,1417,48.7,26,No Failure,5.2
3678,L,302.7,312.1,1601,35.2,31,No Failure,15.5
3679,L,302.7,312.1,1543,37.5,33,No Failure,16.5
3680,L,302.6,312.1,1439,52.3,35,No Failure,17.5
3681,H,302.6,312.0,1657,29.3,37,No Failure,7.4
3682,L,302.9,312.2,1677,30.5,46,No Failure,23.0
3683,L,302.8,312.1,1520,39.9,48,No Failure,24.0
3684,L,302.8,312.1,1418,51.4,54,No Failure,27.0
3685,L,302.8,312.1,1958,20.3,56,No Failure,28.0
3686,M,302.8,312.2,1452,50.3,60,No Failure,20.0
3687,L,302.7,312.0,1828,24.0,63,No Failure,31.5
3688,L,302.6,312.0,1674,32.2,70,No Failure,35.0
3689,L,302.6,311.9,1448,49.5,72,No Failure,36.0
3690,M,302.6,312.0,1496,45.0,79,No Failure,26.333333333333332
3691,L,302.6,311.9,1453,39.1,84,No Failure,42.0
3692,L,302.5,311.9,1520,44.9,94,No Failure,47.0
3693,M,302.5,311.9,1532,38.8,96,No Failure,32.0
3694,L,302.4,311.8,1384,50.9,99,No Failure,49.5
3695,M,302.4,311.8,1539,39.9,101,No Failure,33.666666666666664
3696,M,302.3,311.7,1504,37.3,107,No Failure,35.666666666666664
3697,L,302.4,311.8,1476,46.6,110,No Failure,55.0
3698,L,302.4,311.7,1721,26.9,112,No Failure,56.0
3699,M,302.3,311.7,1494,37.1,114,No Failure,38.0
3700,L,302.3,311.7,1465,43.5,117,No Failure,58.5
3701,M,302.3,311.8,1879,23.0,124,No Failure,41.333333333333336
3702,L,302.4,311.8,1433,42.2,134,No Failure,67.0
3703,L,302.3,311.7,1400,41.6,136,No Failure,68.0
3704,L,302.4,311.8,1255,59.0,138,No Failure,69.0
3705,L,302.2,311.7,1471,45.6,140,No Failure,70.0
3706,H,302.2,311.6,1357,44.2,142,No Failure,28.4
3707,L,302.3,311.7,1453,41.2,147,No Failure,73.5
3708,H,302.3,311.9,1374,52.4,154,No Failure,30.8
3709,H,302.5,312.0,1579,35.7,167,No Failure,33.4
3710,M,302.5,312.0,1521,40.2,174,No Failure,58.0
3711,L,302.5,312.0,1411,44.2,177,No Failure,88.5
3712,H,302.5,312.0,1357,42.0,179,No Failure,35.8
3713,L,302.5,311.9,1553,40.1,187,No Failure,93.5
3714,M,302.5,312.0,1451,43.2,189,No Failure,63.0
3715,L,302.4,311.9,1541,37.9,192,No Failure,96.0
3716,M,302.3,311.7,1341,46.3,194,No Failure,64.66666666666667
3717,L,302.4,311.9,1671,29.9,204,No Failure,102.0
3718,L,302.4,312.0,1457,45.5,206,No Failure,103.0
3719,M,302.5,312.0,1445,54.8,0,No Failure,0.0
3720,L,302.5,312.1,1534,38.6,3,No Failure,1.5
3721,L,302.4,312.0,1508,36.9,5,No Failure,2.5
3722,M,302.4,312.1,1492,47.7,7,No Failure,2.3333333333333335
3723,L,302.4,312.0,1562,37.9,10,No Failure,5.0
3724,L,302.4,312.0,1545,36.4,12,No Failure,6.0
3725,H,302.4,312.0,1477,39.7,18,No Failure,3.6
3726,L,302.4,312.1,1455,40.4,28,No Failure,14.0
3727,L,302.5,312.2,1574,38.7,30,No Failure,15.0
3728,L,302.6,312.2,1695,27.1,32,No Failure,16.0
3729,M,302.6,312.2,1458,38.8,34,No Failure,11.333333333333334
3730,L,302.5,312.0,1673,29.9,42,No Failure,21.0
3731,L,302.4,311.9,1578,29.9,44,No Failure,22.0
3732,M,302.5,312.0,1642,29.1,46,No Failure,15.333333333333334
3733,M,302.4,311.8,1557,31.5,49,No Failure,16.333333333333332
3734,L,302.5,311.9,1481,42.9,52,No Failure,26.0
3735,M,302.5,311.8,1566,37.6,54,No Failure,18.0
3736,L,302.6,311.9,1354,48.0,67,No Failure,33.5
3737,L,302.6,311.9,1598,35.5,69,No Failure,34.5
3738,L,302.7,312.0,1501,37.0,77,No Failure,38.5
3739,M,302.7,312.0,1652,31.0,81,No Failure,27.0
3740,L,302.9,312.2,1605,33.9,86,No Failure,43.0
3741,L,302.9,312.1,1334,54.7,88,No Failure,44.0
3742,L,302.9,312.2,1513,37.8,92,No Failure,46.0
3743,L,302.9,312.2,1510,41.4,94,No Failure,47.0
3744,L,302.9,312.2,1729,23.6,96,No Failure,48.0
3745,M,303.1,312.4,1378,50.1,104,No Failure,34.666666666666664
3746,M,303.0,312.3,1674,29.5,109,No Failure,36.333333333333336
3747,M,303.0,312.3,1483,38.8,114,No Failure,38.0
3748,H,303.0,312.2,1624,28.8,117,No Failure,23.4
3749,M,303.0,312.2,1257,71.3,122,Power Failure,40.666666666666664
3750,L,303.0,312.3,1480,41.4,125,No Failure,62.5
3751,L,303.1,312.4,1404,61.5,127,Power Failure,63.5
3752,M,303.0,312.4,1645,29.6,129,No Failure,43.0
3753,L,303.0,312.3,1932,21.9,132,No Failure,66.0
3754,L,303.0,312.3,1533,38.5,134,No Failure,67.0
3755,L,302.9,312.2,1571,40.6,139,No Failure,69.5
3756,L,302.9,312.3,1578,36.3,141,No Failure,70.5
3757,L,302.7,312.1,1728,24.4,146,No Failure,73.0
3758,H,302.7,312.1,1603,32.5,148,No Failure,29.6
3759,L,302.7,312.1,1597,39.8,153,No Failure,76.5
3760,L,302.7,312.1,1688,32.0,155,No Failure,77.5
3761,L,302.7,312.2,1405,51.4,157,No Failure,78.5
3762,L,302.7,312.2,1376,52.8,164,No Failure,82.0
3763,L,302.6,312.1,1502,47.3,171,No Failure,85.5
3764,L,302.6,312.0,1447,45.5,173,No Failure,86.5
3765,M,302.5,312.0,1487,46.1,175,No Failure,58.333333333333336
3766,L,302.6,312.1,1668,28.7,180,Random Failures,90.0
3767,L,302.6,312.1,1420,51.6,182,No Failure,91.0
3768,L,302.6,312.1,1473,37.3,184,No Failure,92.0
3769,L,302.5,312.0,1495,38.8,186,No Failure,93.0
3770,L,302.5,312.0,1574,42.0,188,No Failure,94.0
3771,L,302.5,312.0,1383,51.3,190,No Failure,95.0
3772,M,302.5,312.0,1591,29.4,192,No Failure,64.0
3773,M,302.4,311.8,1644,37.2,195,No Failure,65.0
3774,L,302.5,311.9,1401,44.9,203,No Failure,101.5
3775,L,302.5,312.0,1456,46.3,208,No Failure,104.0
3776,M,302.5,312.0,1447,45.7,210,No Failure,70.0
3777,L,302.4,311.7,1495,36.8,215,No Failure,107.5
3778,L,302.3,311.6,1544,34.3,0,No Failure,0.0
3779,L,302.3,311.5,1387,47.3,2,No Failure,1.0
3780,L,302.3,311.5,1794,26.1,7,No Failure,3.5
3781,M,302.2,311.4,1372,55.1,9,No Failure,3.0
3782,M,302.3,311.5,1674,30.0,12,No Failure,4.0
3783,L,302.2,311.4,1397,53.0,17,No Failure,8.5
3784,L,302.2,311.5,1616,34.0,19,No Failure,9.5
3785,M,302.3,311.5,1530,42.3,21,No Failure,7.0
3786,L,302.3,311.4,1845,21.9,27,No Failure,13.5
3787,L,302.2,311.4,1430,43.1,29,No Failure,14.5
3788,L,302.2,311.4,2080,19.2,31,No Failure,15.5
3789,M,302.2,311.4,1432,45.3,33,No Failure,11.0
3790,M,302.2,311.5,1479,39.5,36,No Failure,12.0
3791,L,302.2,311.5,1424,45.2,39,No Failure,19.5
3792,H,302.2,311.6,1534,37.2,41,No Failure,8.2
3793,H,302.1,311.6,1701,26.2,46,No Failure,9.2
3794,M,302.2,311.7,1393,42.5,53,No Failure,17.666666666666668
3795,L,302.3,311.8,1565,37.8,59,No Failure,29.5
3796,M,302.2,311.7,1466,49.0,66,No Failure,22.0
3797,M,302.2,311.6,1386,50.5,69,No Failure,23.0
3798,L,302.2,311.6,1383,44.3,72,No Failure,36.0
3799,M,302.2,311.6,1592,37.7,79,No Failure,26.333333333333332
3800,H,302.2,311.6,1594,36.8,82,No Failure,16.4
3801,L,302.2,311.5,1482,45.6,87,No Failure,43.5
3802,L,302.3,311.7,2170,18.2,91,No Failure,45.5
3803,L,302.3,311.8,1435,44.8,98,No Failure,49.0
3804,L,302.4,311.8,1320,56.4,100,No Failure,50.0
3805,H,302.5,311.9,1595,34.6,112,No Failure,22.4
3806,L,302.5,311.9,1354,49.4,117,No Failure,58.5
3807,L,302.5,311.9,1265,59.8,119,No Failure,59.5
3808,L,302.4,311.9,1867,25.9,121,No Failure,60.5
3809,L,302.5,311.9,1497,41.6,123,No Failure,61.5
3810,M,302.5,311.9,1347,54.3,125,No Failure,41.666666666666664
3811,L,302.3,311.7,1544,43.2,128,No Failure,64.0
3812,L,302.5,311.8,1335,52.7,135,No Failure,67.5
3813,L,302.4,311.9,1452,43.1,137,No Failure,68.5
3814,L,302.2,311.7,1556,38.6,145,No Failure,72.5
3815,L,302.2,311.6,1545,35.9,152,No Failure,76.0
3816,L,302.2,311.7,1330,54.6,154,No Failure,77.0
3817,L,302.2,311.8,1618,36.0,158,No Failure,79.0
3818,L,302.3,312.0,1354,52.2,165,No Failure,82.5
3819,L,302.3,312.0,1746,28.1,167,No Failure,83.5
3820,L,302.3,311.9,1434,51.9,173,No Failure,86.5
3821,M,302.3,311.8,1443,43.4,175,No Failure,58.333333333333336
3822,M,302.3,311.8,1475,48.0,180,No Failure,60.0
3823,M,302.3,311.8,1559,34.4,191,No Failure,63.666666666666664
3824,M,302.4,311.9,1422,46.4,194,No Failure,64.66666666666667
3825,M,302.3,311.8,1463,35.7,197,No Failure,65.66666666666667
3826,L,302.3,311.7,1793,25.3,200,No Failure,100.0
3827,L,302.3,311.8,1487,43.2,206,No Failure,103.0
3828,L,302.3,311.8,1369,56.2,208,Overstrain Failure,104.0
3829,L,302.4,311.8,1673,30.1,210,No Failure,105.0
3830,M,302.4,311.9,1439,36.6,212,No Failure,70.66666666666667
3831,L,302.3,311.8,1574,42.8,215,No Failure,107.5
3832,L,302.3,311.7,1281,48.8,0,No Failure,0.0
3833,M,302.2,311.7,1653,31.4,2,No Failure,0.6666666666666666
3834,M,302.3,311.7,1535,38.3,5,No Failure,1.6666666666666667
3835,M,302.3,311.7,1483,40.5,8,No Failure,2.6666666666666665
3836,M,302.2,311.6,1379,42.9,13,No Failure,4.333333333333333
3837,H,302.2,311.5,1482,42.6,16,No Failure,3.2
3838,L,302.1,311.5,1987,20.1,21,No Failure,10.5
3839,H,302.2,311.8,1330,62.4,31,No Failure,6.2
3840,L,302.2,311.8,1981,21.8,36,No Failure,18.0
3841,H,302.3,311.8,1475,42.8,38,No Failure,7.6
3842,L,302.1,311.5,1727,27.7,50,No Failure,25.0
3843,M,302.0,311.5,1366,52.3,54,No Failure,18.0
3844,L,301.9,311.3,1366,55.6,57,No Failure,28.5
3845,M,301.9,311.3,1522,35.6,63,No Failure,21.0
3846,L,301.7,311.2,1589,37.9,75,No Failure,37.5
3847,L,301.7,311.3,1708,30.5,77,No Failure,38.5
3848,L,301.6,311.2,1408,42.9,89,No Failure,44.5
3849,L,301.6,311.2,1525,43.7,91,No Failure,45.5
3850,H,301.6,311.2,1395,46.8,95,No Failure,19.0
3851,L,301.5,311.1,1602,34.3,100,No Failure,50.0
3852,L,301.6,311.1,1907,21.5,102,No Failure,51.0
3853,L,301.6,311.1,1325,49.2,104,No Failure,52.0
3854,L,301.6,311.1,1408,44.4,106,No Failure,53.0
3855,M,301.7,311.1,1489,41.4,108,No Failure,36.0
3856,L,301.7,311.2,1517,42.4,113,No Failure,56.5
3857,M,301.7,311.1,1618,36.7,115,No Failure,38.333333333333336
3858,L,301.7,311.1,1455,39.8,118,No Failure,59.0
3859,H,301.8,311.1,1543,36.4,120,No Failure,24.0
3860,L,301.7,311.1,1469,37.2,128,No Failure,64.0
3861,L,301.7,311.2,1521,36.7,130,No Failure,65.0
3862,L,301.7,311.3,1584,38.8,132,No Failure,66.0
3863,M,301.7,311.2,1563,34.5,139,No Failure,46.333333333333336
3864,M,301.8,311.3,1542,40.1,142,No Failure,47.333333333333336
3865,L,301.8,311.3,1471,44.2,148,No Failure,74.0
3866,M,301.9,311.5,1492,40.8,150,No Failure,50.0
3867,M,301.9,311.4,1465,39.9,153,No Failure,51.0
3868,L,301.5,310.8,1593,34.5,162,No Failure,81.0
3869,L,301.5,310.9,1469,44.7,164,No Failure,82.0
3870,L,301.5,310.8,1413,44.6,166,No Failure,83.0
3871,L,301.4,310.8,1490,38.0,168,No Failure,84.0
3872,L,301.5,310.9,1671,31.1,170,No Failure,85.0
3873,L,301.5,310.9,1365,46.5,172,No Failure,86.0
3874,M,301.4,310.9,1489,38.9,179,No Failure,59.666666666666664
3875,L,301.4,311.0,1733,25.7,182,No Failure,91.0
3876,L,301.3,311.0,1856,21.9,189,No Failure,94.5
3877,L,301.3,311.1,1454,40.3,191,No Failure,95.5
3878,L,301.4,311.1,1495,36.3,193,No Failure,96.5
3879,L,301.2,311.0,1761,29.1,195,No Failure,97.5
3880,M,301.3,311.0,1402,47.5,197,No Failure,65.66666666666667
3881,L,301.2,311.0,1670,33.0,200,No Failure,100.0
3882,L,301.3,311.0,1539,36.9,206,No Failure,103.0
3883,L,301.3,311.0,1418,41.9,208,No Failure,104.0
3884,L,301.3,311.1,1723,27.6,210,No Failure,105.0
3885,L,301.3,311.1,1303,49.2,212,No Failure,106.0
3886,M,301.3,311.0,1463,50.2,214,No Failure,71.33333333333333
3887,L,301.2,311.0,1544,39.3,217,No Failure,108.5
3888,M,301.3,311.1,1492,41.2,223,No Failure,74.33333333333333
3889,M,301.2,311.1,1574,34.3,4,No Failure,1.3333333333333333
3890,L,301.3,311.3,1474,50.7,10,No Failure,5.0
3891,L,301.3,311.2,1457,44.5,14,No Failure,7.0
3892,L,301.3,311.2,1668,30.1,18,No Failure,9.0
3893,L,301.2,311.1,1550,39.7,20,No Failure,10.0
3894,M,301.4,311.2,1476,36.5,25,No Failure,8.333333333333334
3895,M,301.4,311.2,1541,36.3,28,No Failure,9.333333333333334
3896,M,301.3,311.1,1678,30.7,34,No Failure,11.333333333333334
3897,L,301.5,311.2,1700,28.8,39,No Failure,19.5
3898,L,301.4,311.1,1462,37.1,41,No Failure,20.5
3899,L,301.4,311.3,1674,33.3,46,No Failure,23.0
3900,L,301.4,311.3,1397,42.3,48,No Failure,24.0
3901,M,301.4,311.2,1434,47.6,52,No Failure,17.333333333333332
3902,L,301.3,311.1,1560,35.3,55,No Failure,27.5
3903,L,301.2,311.0,1573,32.8,57,No Failure,28.5
3904,H,301.2,310.9,1798,22.3,59,No Failure,11.8
3905,L,301.2,311.0,1567,35.1,64,No Failure,32.0
3906,L,301.2,310.9,1416,53.3,66,No Failure,33.0
3907,H,301.2,310.9,1598,35.9,71,No Failure,14.2
3908,L,301.3,310.9,1760,23.9,76,No Failure,38.0
3909,L,301.3,311.0,1542,33.6,80,No Failure,40.0
3910,L,301.3,310.9,1566,33.1,82,No Failure,41.0
3911,L,301.3,311.0,1554,47.7,84,No Failure,42.0
3912,L,301.4,311.0,1470,40.6,86,No Failure,43.0
3913,M,301.5,311.1,1402,40.0,94,No Failure,31.333333333333332
3914,L,301.5,311.1,1459,45.1,97,No Failure,48.5
3915,L,301.5,311.0,1494,45.3,99,No Failure,49.5
3916,L,301.5,311.1,1731,27.9,101,No Failure,50.5
3917,L,301.5,311.1,2076,18.7,103,No Failure,51.5
3918,L,301.5,311.1,2055,16.8,105,No Failure,52.5
3919,L,301.5,311.1,1469,49.5,107,No Failure,53.5
3920,M,301.5,311.0,1504,42.6,109,No Failure,36.333333333333336
3921,L,301.4,311.0,1701,28.4,127,No Failure,63.5
3922,L,301.5,311.1,1434,49.6,129,No Failure,64.5
3923,L,301.4,311.1,1952,22.7,131,No Failure,65.5
3924,L,301.4,311.1,1800,26.0,135,No Failure,67.5
3925,M,301.3,311.1,1438,43.0,137,No Failure,45.666666666666664
3926,L,301.3,311.1,1647,28.2,140,No Failure,70.0
3927,H,301.4,311.1,1445,41.4,144,No Failure,28.8
3928,L,301.4,311.0,1634,32.6,155,No Failure,77.5
3929,L,301.4,311.0,1334,53.3,157,No Failure,78.5
3930,M,301.3,311.0,1410,52.7,161,No Failure,53.666666666666664
3931,L,301.2,310.9,1597,37.9,164,No Failure,82.0
3932,M,301.0,310.7,1517,40.2,171,No Failure,57.0
3933,L,301.0,310.7,1300,57.2,174,No Failure,87.0
3934,M,300.9,310.7,1485,41.0,181,No Failure,60.333333333333336
3935,L,300.9,310.5,1894,21.9,188,No Failure,94.0
3936,H,300.8,310.5,1582,31.1,193,No Failure,38.6
3937,H,300.8,310.4,1419,46.4,200,No Failure,40.0
3938,M,300.8,310.3,1526,36.3,205,No Failure,68.33333333333333
3939,H,300.7,310.2,1364,65.3,208,Power Failure,41.6
3940,M,300.8,310.3,1458,43.4,0,No Failure,0.0
3941,M,300.8,310.4,1288,64.0,3,No Failure,1.0
3942,L,300.6,310.2,1555,41.9,19,No Failure,9.5
3943,L,300.6,310.2,1341,52.6,21,No Failure,10.5
3944,L,300.6,310.1,1541,42.0,23,No Failure,11.5
3945,L,300.5,310.3,1336,57.1,29,No Failure,14.5
3946,L,300.5,310.3,1435,43.3,31,No Failure,15.5
3947,M,300.4,310.3,1537,35.0,33,No Failure,11.0
3948,L,300.3,310.2,1369,48.8,36,No Failure,18.0
3949,M,300.2,310.1,1619,31.3,38,No Failure,12.666666666666666
3950,L,300.2,310.1,1440,51.1,41,No Failure,20.5
3951,L,300.2,310.1,1649,30.5,43,No Failure,21.5
3952,M,300.2,310.1,1550,38.7,45,No Failure,15.0
3953,L,300.3,310.3,1483,51.6,50,No Failure,25.0
3954,L,300.3,310.4,1336,54.4,52,No Failure,26.0
3955,L,300.5,310.5,1515,36.6,54,No Failure,27.0
3956,L,300.5,310.5,1373,47.4,56,No Failure,28.0
3957,L,300.5,310.5,1646,34.5,63,No Failure,31.5
3958,M,300.5,310.4,1548,37.3,65,No Failure,21.666666666666668
3959,M,300.6,310.5,1462,41.3,68,No Failure,22.666666666666668
3960,L,300.7,310.7,1450,43.4,80,No Failure,40.0
3961,L,300.7,310.7,1541,41.3,82,No Failure,41.0
3962,M,300.7,310.6,1484,38.0,84,No Failure,28.0
3963,L,300.7,310.8,1496,46.4,90,No Failure,45.0
3964,M,300.7,310.8,1465,45.2,92,No Failure,30.666666666666668
3965,M,300.7,310.8,1506,44.0,97,No Failure,32.333333333333336
3966,L,300.7,310.8,1689,28.9,100,No Failure,50.0
3967,L,300.7,310.9,1650,29.4,102,No Failure,51.0
3968,M,300.7,310.9,1486,38.9,106,No Failure,35.333333333333336
3969,L,300.8,310.9,1732,25.7,109,No Failure,54.5
3970,L,300.7,310.8,1653,31.6,111,No Failure,55.5
3971,L,300.7,310.9,1637,37.2,115,No Failure,57.5
3972,L,300.6,310.8,1378,51.2,119,No Failure,59.5
3973,L,300.5,310.7,1606,33.5,121,No Failure,60.5
3974,L,300.3,310.7,1539,32.3,123,No Failure,61.5
3975,H,300.4,310.7,1656,36.3,127,No Failure,25.4
3976,H,300.5,310.8,1631,30.5,132,No Failure,26.4
3977,L,300.4,310.8,1396,49.3,142,No Failure,71.0
3978,L,300.4,310.8,1390,52.5,144,No Failure,72.0
3979,L,300.4,310.8,1348,56.0,146,No Failure,73.0
3980,M,300.4,310.8,1491,35.9,148,No Failure,49.333333333333336
3981,L,300.4,310.8,1520,37.6,151,No Failure,75.5
3982,L,300.5,310.8,1509,33.0,153,No Failure,76.5
3983,L,300.5,310.8,1445,46.6,155,No Failure,77.5
3984,L,300.5,310.8,1354,51.8,157,No Failure,78.5
3985,L,300.5,310.7,1488,39.4,159,No Failure,79.5
3986,L,300.6,310.7,1750,30.6,171,No Failure,85.5
3987,H,300.6,310.7,1501,45.3,175,No Failure,35.0
3988,L,300.7,310.8,1486,37.1,186,No Failure,93.0
3989,H,300.7,310.8,1346,52.0,193,No Failure,38.6
3990,L,300.7,310.7,1314,42.4,198,No Failure,99.0
3991,L,300.6,310.7,1440,52.5,200,No Failure,100.0
3992,L,300.7,310.8,1608,39.5,202,No Failure,101.0
3993,H,300.7,310.8,1296,58.2,204,No Failure,40.8
3994,L,300.7,310.7,1507,46.1,209,No Failure,104.5
3995,M,300.7,310.7,1343,51.6,211,No Failure,70.33333333333333
3996,L,300.7,310.7,1416,40.4,214,No Failure,107.0
3997,M,300.7,310.6,1407,42.4,218,No Failure,72.66666666666667
3998,L,300.6,310.4,1608,39.2,221,No Failure,110.5
3999,L,300.6,310.3,1920,22.3,223,No Failure,111.5
4000,M,300.4,310.2,1671,30.5,234,Tool Wear Failure,78.0
4001,H,300.4,310.2,1431,43.2,0,No Failure,0.0
4002,L,300.4,310.2,1529,36.2,10,No Failure,5.0
4003,L,300.5,310.4,1761,26.5,12,No Failure,6.0
4004,L,300.6,310.5,1570,38.3,14,No Failure,7.0
4005,M,300.6,310.5,2156,18.0,16,No Failure,5.333333333333333
4006,L,300.6,310.6,1931,22.0,24,No Failure,12.0
4007,H,300.7,310.7,1428,43.4,26,No Failure,5.2
4008,L,300.8,310.8,1564,36.2,31,No Failure,15.5
4009,H,300.8,310.9,1425,44.0,33,No Failure,6.6
4010,M,300.8,310.8,1520,38.0,45,No Failure,15.0
4011,L,300.7,310.7,1425,45.3,48,No Failure,24.0
4012,L,300.8,310.9,1398,38.2,50,No Failure,25.0
4013,M,300.8,310.9,1557,31.6,52,No Failure,17.333333333333332
4014,L,300.7,310.8,1619,34.9,57,No Failure,28.5
4015,L,300.7,310.9,1356,65.3,66,Power Failure,33.0
4016,L,300.7,311.0,1403,48.3,70,No Failure,35.0
4017,L,300.6,310.9,1472,47.6,75,No Failure,37.5
4018,M,300.7,310.8,1452,47.9,77,No Failure,25.666666666666668
4019,L,300.6,310.7,1397,53.7,80,No Failure,40.0
4020,L,300.6,310.9,1471,37.9,86,No Failure,43.0
4021,M,300.6,310.9,1702,30.3,91,No Failure,30.333333333333332
4022,L,300.7,311.1,1426,46.2,97,No Failure,48.5
4023,L,300.6,310.9,1433,42.6,101,No Failure,50.5
4024,M,300.7,311.1,1438,46.6,103,No Failure,34.333333333333336
4025,M,300.8,311.0,1580,36.6,109,No Failure,36.333333333333336
4026,L,300.8,310.9,1311,55.8,118,No Failure,59.0
4027,L,300.9,311.0,1316,56.5,120,No Failure,60.0
4028,M,300.9,311.0,1567,34.3,130,No Failure,43.333333333333336
4029,M,300.9,311.1,1546,37.7,133,No Failure,44.333333333333336
4030,L,300.9,311.0,1382,51.2,136,No Failure,68.0
4031,L,300.8,310.9,1748,29.9,140,No Failure,70.0
4032,L,300.8,310.8,1634,29.2,149,No Failure,74.5
4033,L,300.9,311.0,2235,15.8,156,No Failure,78.0
4034,L,301.0,311.1,1615,35.6,158,No Failure,79.0
4035,H,301.1,311.1,1618,29.5,160,No Failure,32.0
4036,M,301.1,311.2,1407,53.0,165,No Failure,55.0
4037,L,301.1,311.1,1450,43.3,168,No Failure,84.0
4038,L,301.1,311.1,1889,23.8,170,No Failure,85.0
4039,L,301.0,311.0,1804,25.8,174,No Failure,87.0
4040,L,301.0,311.0,1582,37.5,176,No Failure,88.0
4041,M,301.0,310.9,2047,17.9,178,No Failure,59.333333333333336
4042,L,300.9,310.9,1601,34.0,181,No Failure,90.5
4043,L,300.9,310.9,1615,32.0,183,No Failure,91.5
4044,M,300.9,310.8,1452,43.6,185,No Failure,61.666666666666664
4045,L,301.0,310.9,1492,36.7,199,No Failure,99.5
4046,L,300.9,310.7,1479,43.3,201,No Failure,100.5
4047,M,300.8,310.7,1371,44.7,205,No Failure,68.33333333333333
4048,L,300.9,310.7,1517,41.7,210,No Failure,105.0
4049,L,300.9,310.7,1352,46.4,212,No Failure,106.0
4050,M,300.8,310.6,1505,36.2,0,No Failure,0.0
4051,L,300.9,310.6,1538,36.7,3,No Failure,1.5
4052,L,300.9,310.8,1476,39.0,10,No Failure,5.0
4053,L,300.9,310.7,1509,37.5,12,No Failure,6.0
4054,L,300.9,310.8,1708,29.1,14,No Failure,7.0
4055,L,300.9,310.7,1412,57.5,16,Random Failures,8.0
4056,L,301.0,310.8,1375,57.2,20,No Failure,10.0
4057,M,300.9,310.8,1402,48.1,22,No Failure,7.333333333333333
4058,M,300.9,310.7,1452,47.3,25,No Failure,8.333333333333334
4059,M,300.8,310.7,1924,22.4,36,No Failure,12.0
4060,M,300.8,310.7,1886,21.1,44,No Failure,14.666666666666666
4061,L,300.7,310.7,1442,43.2,49,No Failure,24.5
4062,L,300.9,311.0,1432,48.1,59,No Failure,29.5
4063,L,300.9,311.0,1438,49.0,61,No Failure,30.5
4064,M,300.8,310.9,1678,28.1,63,No Failure,21.0
4065,M,300.8,310.9,1514,38.7,66,No Failure,22.0
4066,L,300.7,310.8,1534,41.3,69,No Failure,34.5
4067,M,300.7,310.8,1486,41.2,71,No Failure,23.666666666666668
4068,L,300.7,310.8,1925,22.0,74,No Failure,37.0
4069,M,300.7,310.8,1724,30.0,76,No Failure,25.333333333333332
4070,M,300.8,310.8,1549,35.5,79,No Failure,26.333333333333332
4071,L,300.8,310.9,1457,47.7,82,No Failure,41.0
4072,L,300.8,311.0,1578,44.4,86,No Failure,43.0
4073,M,300.9,311.1,1325,61.4,88,No Failure,29.333333333333332
4074,M,300.9,311.2,1472,40.0,93,No Failure,31.0
4075,L,301.0,311.0,1402,55.3,98,No Failure,49.0
4076,L,300.9,310.9,1477,41.5,100,No Failure,50.0
4077,M,300.9,310.9,1727,30.1,102,No Failure,34.0
4078,L,300.9,310.9,1370,52.5,107,No Failure,53.5
4079,L,300.9,310.9,1228,66.4,109,No Failure,54.5
4080,L,300.9,311.0,1499,38.0,111,No Failure,55.5
4081,M,301.0,311.0,1508,46.9,113,No Failure,37.666666666666664
4082,L,301.1,311.1,1429,42.5,123,No Failure,61.5
4083,L,301.1,311.1,1470,40.9,125,No Failure,62.5
4084,L,301.0,311.0,1581,37.0,127,No Failure,63.5
4085,H,300.9,310.8,1390,40.6,131,No Failure,26.2
4086,M,300.8,310.7,1452,43.0,139,No Failure,46.333333333333336
